nom_producte,tipus_subproducte,preu_producte,url_producte,descripcio_producte
NORRARYD,"
        Taburete alto,
          ",89€,https://www.ikea.com/es/es/p/norraryd-taburete-alto-negro-00397736/,"
          Está inspirado en el diseño tradicional escandinavo, que utilizaba materiales sencillos, y ha sido probado y aprobado para uso público, así que puedes estar seguro que resiste el uso doméstico de una familia sin problemas.
          "
BEKVÄM,"
        Escalera, 3 peldaños,
          ","34,99€",https://www.ikea.com/es/es/p/bekvam-escalera-3-peldanos-negro-90219829/,"
          Resulta muy práctico guardar las cosas en sitios altos, pero a veces no es fácil llegar a ellas. Esta escalera, además de bonita, va muy bien para llegar a la parte más alta de los armarios.
          "
NILS,"
        Taburete","39,99€",https://www.ikea.com/es/es/p/nils-taburete-negro-blekinge-blanco-s09850384/,
IKEA PS 1995,"
        Banco con cajón",99€,https://www.ikea.com/es/es/p/ikea-ps-1995-banco-con-cajon-blanco-60430988/,"
          Con motivo de nuestro septuagésimo quinto aniversario hemos creado una colección especial recopilando algunos de nuestros clásicos. ¿Recuerdas en qué década lanzamos este producto?
          "
LÅNGFJÄLL,"
        Reposabrazos 2",20€,https://www.ikea.com/es/es/p/langfjall-reposabrazos-2-blanco-70320569/,
EKEDALEN,"
        Silla",50€,https://www.ikea.com/es/es/p/ekedalen-silla-marron-orrsta-gris-claro-80341019/,"
          Gracias al asiento tapizado y al diseño curvo del respaldo, no querrás levantarte. Elige entre diferentes fundas, mételas en la lavadora cuando haga falta y, si quieres, cómpralas en más de un color para ir variando.
          "
EKEDALEN,"
        Silla",50€,https://www.ikea.com/es/es/p/ekedalen-silla-negro-orrsta-gris-claro-00434395/,"
          Gracias al asiento tapizado y al diseño curvo del respaldo, no querrás levantarte. Elige entre diferentes fundas, mételas en la lavadora cuando haga falta y, si quieres, cómpralas en más de un color para ir variando.
          "
REMSTA,"
        Sillón",149€,https://www.ikea.com/es/es/p/remsta-sillon-djuparp-azul-verdoso-azul-verdoso-oscuro-60344759/,
HENRIKSDAL,"
        Estructura de silla",39€,https://www.ikea.com/es/es/p/henriksdal-estructura-silla-marron-oscuro-30361038/,
NILSERIK,"
        Taburete","49,99€",https://www.ikea.com/es/es/p/nilserik-taburete-negro-vissle-negro-30349956/,
HATTEFJÄLL,"
        Reposabrazos 2",30€,https://www.ikea.com/es/es/p/hattefjall-reposabrazos-2-blanco-30341347/,
TÄRENDÖ / GUNDE,"
        Mesa con 4 sillas,
          ","57,99€",https://www.ikea.com/es/es/p/tarendo-gunde-mesa-con-4-sillas-negro-s89010699/,
NILS,"
        Funda taburete",10€,https://www.ikea.com/es/es/p/nils-funda-taburete-skiftebo-gris-oscuro-30293290/,
NILS,"
        Taburete","39,99€",https://www.ikea.com/es/es/p/nils-taburete-negro-skiftebo-gris-oscuro-s79031008/,
BALTSAR,"
        Silla",129€,https://www.ikea.com/es/es/p/baltsar-silla-gris-claro-marron-80420035/,
EKENÄSET,"
        Sillón",249€,https://www.ikea.com/es/es/p/ekenaset-sillon-idhult-negro-80348997/,
EKEDALEN / EKEDALEN,"
        Mesa con 4 sillas,
          ",369€,https://www.ikea.com/es/es/p/ekedalen-ekedalen-mesa-con-4-sillas-marron-oscuro-orrsta-gris-claro-s69221278/,
EKEDALEN,"
        Banco,
          ",79€,https://www.ikea.com/es/es/p/ekedalen-banco-marron-oscuro-40340762/,"
          El banco es ideal para aprovechar el espacio y ganar en asientos.
          "
STOCKHOLM 2017,"
        Sillón con cojines",229€,https://www.ikea.com/es/es/p/stockholm-2017-sillon-con-cojines-ratan-sandbacka-gris-oscuro-s59207126/,"
          Artesanía de calidad en ratán natural con un tamaño generoso y un diseño sencillo. Queda bien solo o combinado con el armario y la mesita de centro a juego de la serie STOCKHOLM.
          "
HENRIKSDAL,"
        Tapicería taburete alto",20€,https://www.ikea.com/es/es/p/henriksdal-tapiceria-taburete-alto-linneryd-natural-50188189/,
INGOLF,"
        Taburete alto,
          ",59€,https://www.ikea.com/es/es/p/ingolf-taburete-alto-negro-marron-40248513/,"
          La serie INGOLF queda igual de bien en la cocina que en el comedor, el dormitorio o el pasillo. Su construcción de madera maciza aguanta bien los golpes.
          "
GAMLEBY,"
        Silla","49,99€",https://www.ikea.com/es/es/p/gamleby-silla-tinte-envejecido-claro-gris-60247051/,"
          La curva del respaldo resulta muy cómoda y la barra con forma de pajarita que lo cruza le da a la silla un aspecto especial. Combina a la perfección con la mesa GAMLEBY.
          "
INDUSTRIELL,"
        Sillón",149€,https://www.ikea.com/es/es/p/industriell-sillon-natural-gris-00392649/,"
          El asiento de este sillón está tejido a mano con fibra de papel muy duradera, por lo que cada pieza es única. Pero todas tienen dos cosas en común: vienen en paquetes planos y se montan rápidamente con solo 12 tornillos.
          "
MÄSTERBY,"
        Taburete escalón","29,99€",https://www.ikea.com/es/es/p/masterby-taburete-escalon-marron-rojizo-50402325/,"
          Resulta muy útil para guardar cosas en zonas altas. Este taburete escalón, además de ser muy bonito, va muy bien para llegar a la parte superior de los armarios.
          "
HATTEFJÄLL,"
        Silla de trabajo",199€,https://www.ikea.com/es/es/p/hattefjall-silla-trabajo-gunnared-beige-00308684/,"
          Sus suaves líneas curvas subrayadas por detalles cosidos en la tela se adaptan a tu cuerpo y gustan a la vista. Su mecanismo de inclinación y regulación de la altura está diseñado para durar muchos años de subidas y bajadas.
          "
JÄRVFJÄLLET,"
        Silla de trabajo con reposabrazos",199€,https://www.ikea.com/es/es/p/jarvfjallet-silla-trabajo-con-reposabrazos-gunnared-beige-blanco-s59297198/,"
          La silla giratoria JÄRVFJÄLLET se adapta perfectamente a tu altura y contorno corporal gracias a la posibilidad de regular el reposacabezas, el soporte lumbar y la altura y fondo del asiento.
          "
NILS,"
        Funda taburete",10€,https://www.ikea.com/es/es/p/nils-funda-taburete-blekinge-blanco-10129955/,
ESPNÄS,"
        Taburete, plegable","14,99€",https://www.ikea.com/es/es/p/espnas-taburete-plegable-blanco-40341592/,
HENRIKSDAL,"
        Funda silla",20€,https://www.ikea.com/es/es/p/henriksdal-funda-silla-grasbo-blanco-40336595/,
MUREN,"
        Sillón reclinable",349€,https://www.ikea.com/es/es/p/muren-sillon-reclinable-nordvalla-beige-90299029/,
KULLABERG,"
        Silla giratoria","49,99€",https://www.ikea.com/es/es/p/kullaberg-silla-giratoria-pino-negro-10320341/,
INGATORP,"
        Sillón",99€,https://www.ikea.com/es/es/p/ingatorp-sillon-blanco-nordvalla-beige-90246291/,"
          Una silla cómoda y amplia con unos reposabrazos que resultan muy confortables para apoyar los brazos mientras comes. Además, como se puede meter debajo de la mesa, ocupa poco espacio cuando nadie la usa.
          "
BERNHARD,"
        Silla",149€,https://www.ikea.com/es/es/p/bernhard-silla-cromado-kavat-mjuk-marron-oscuro-20163802/,"
          Presenta una estructura cromada y un asiento acolchado y mullido, forrado de piel flor duradera. Resulta muy cómoda, apenas requiere mantenimiento y conserva su belleza con el paso de los años.
          "
ALRIK,"
        Silla giratoria","24,99€",https://www.ikea.com/es/es/p/alrik-silla-giratoria-azul-40214117/,
NORBERG / NISSE,"
        Mesa+1 silla,
          ","59,99€",https://www.ikea.com/es/es/p/norberg-nisse-mesa-1-silla-blanco-cromado-blanco-s79912760/,
SKÅLBERG / SPORREN,"
        Silla giratoria","29,99€",https://www.ikea.com/es/es/p/skalberg-sporren-silla-giratoria-negro-s99023601/,
SKRUVSTA,"
        Silla giratoria",99€,https://www.ikea.com/es/es/p/skruvsta-silla-giratoria-idhult-negro-80402994/,
POÄNG,"
        Sillón",129€,https://www.ikea.com/es/es/p/poang-sillon-chapa-abedul-hillared-antracita-s19197775/,
STOLJAN,"
        Silla sala de juntas","39,99€",https://www.ikea.com/es/es/p/stoljan-silla-sala-juntas-blanco-negro-s89907452/,
YPPERLIG,"
        Sillón",79€,https://www.ikea.com/es/es/p/ypperlig-sillon-gunnared-gris-oscuro-00346577/,"
          Inspirada en las clásicas sillas de madera curvada, típicas de los cafés de Viena del siglo XIX. Hecha de una sola pieza, no requiere tornillos ni montaje. Tiene protección contra los rayos UV, por lo que puede usarse tanto en interiores como exteriores.
          "
GLIVARP / TOBIAS,"
        Mesa y 6 sillas,
          ",603€,https://www.ikea.com/es/es/p/glivarp-tobias-mesa-6-sillas-transparente-transparente-s19197389/,
KAUSTBY,"
        Silla",50€,https://www.ikea.com/es/es/p/kaustby-silla-negro-marron-40182244/,
NORRARYD,"
        Silla",59€,https://www.ikea.com/es/es/p/norraryd-silla-negro-40280843/,"
          El diseño se inspira en la tradición escandinava de emplear materiales y estilos sencillos. La suave curva del respaldo te abraza y brinda el apoyo que necesitas. Elige un solo color o combina varios.
          "
YPPERLIG,"
        Taburete",25€,https://www.ikea.com/es/es/p/ypperlig-taburete-haya-20345379/,"
          El taburete YPPERLIG de madera maciza tiene un asiento en forma de uve que hace que te sientes de forma segura. Puedes tenerlo en el vestíbulo para cuando te pongas los zapatos o moverlo a cualquier otro sitio si necesitas un asiento adicional.
          "
BYHOLMA,"
        Sillón",89€,https://www.ikea.com/es/es/p/byholma-sillon-gris-60158304/,
AGAM,"
        Silla alta para niños y niñas","39,99€",https://www.ikea.com/es/es/p/agam-silla-alta-ninos-ninas-negro-70253541/,"
          Si tu hijo es demasiado mayor para una trona pero pequeño para una silla normal, opta por una silla júnior: suficientemente alta para llegar a la mesa y con sitio para poner los pies. Ideal para disfrutar comiendo y haciendo manualidades.
          "
VEDBO,"
        Sillón",199€,https://www.ikea.com/es/es/p/vedbo-sillon-gunnared-azul-50423573/,
LILLHÖJDEN,"
        Silla giratoria","69,99€",https://www.ikea.com/es/es/p/lillhojden-silla-giratoria-blekinge-blanco-40238712/,
DOCKSTA / LEIFARNE,"
        Mesa con 4 sillas,
          ","278,96€",https://www.ikea.com/es/es/p/docksta-leifarne-mesa-con-4-sillas-blanco-blanco-s69161477/,
RÅDVIKEN,"
        Sillón",129€,https://www.ikea.com/es/es/p/radviken-sillon-marron-oscuro-negro-50295472/,
INGATORP / INGOLF,"
        Mesa con 4 sillas,
          ",557€,https://www.ikea.com/es/es/p/ingatorp-ingolf-mesa-con-4-sillas-blanco-nordvalla-beige-s59254165/,
LANGUR,"
        Bandeja para sillín de trona",10€,https://www.ikea.com/es/es/p/langur-bandeja-sillin-trona-blanco-70330813/,
BRORINGE,"
        Soporte",15€,https://www.ikea.com/es/es/p/broringe-soporte-cromado-10288628/,
HOLMSEL,"
        Sillón","49,99€",https://www.ikea.com/es/es/p/holmsel-sillon-negro-50234582/,
EKEDALEN / EKEDALEN,"
        Mesa y 6 sillas,
          ",499€,https://www.ikea.com/es/es/p/ekedalen-ekedalen-mesa-6-sillas-roble-orrsta-gris-claro-s29296850/,
LANDSKRONA,"
        Sillón",199€,https://www.ikea.com/es/es/p/landskrona-sillon-gunnared-gris-oscuro-metal-s99269160/,
LEIFARNE,"
        Asiento","24,99€",https://www.ikea.com/es/es/p/leifarne-asiento-rosa-40378038/,
EKEDALEN,"
        Funda silla",10€,https://www.ikea.com/es/es/p/ekedalen-funda-silla-orrsta-negro-azul-80377046/,
BERNHARD,"
        Silla",149€,https://www.ikea.com/es/es/p/bernhard-silla-cromado-mjuk-marron-dorado-50404824/,
EKEDALEN / EKEDALEN,"
        Mesa con 4 sillas,
          ",369€,https://www.ikea.com/es/es/p/ekedalen-ekedalen-mesa-con-4-sillas-abedul-orrsta-gris-claro-s69221457/,
VALLENTUNA,"
        Módulo sofá cama con reposabrazos",515€,https://www.ikea.com/es/es/p/vallentuna-modulo-sofa-cama-con-reposabrazos-hillared-azul-claro-s89277486/,
JANINGE,"
        Sillón",50€,https://www.ikea.com/es/es/p/janinge-sillon-gris-40280517/,"
          Ante el reto de resolver la ecuación de combinar diseño, función y calidad en una silla, nuestros diseñadores crearon JANINGE. Es lo suficientemente duradera como para usarla en un restaurante y tiene un diseño que te quieres llevar a casa.
          "
KARLHUGO,"
        Silla",119€,https://www.ikea.com/es/es/p/karlhugo-silla-roble-nordvalla-gris-oscuro-80403516/,
HENRIKSDAL,"
        Funda larga para silla",25€,https://www.ikea.com/es/es/p/henriksdal-funda-larga-silla-blekinge-blanco-10141170/,
LEIFARNE,"
        Asiento","24,99€",https://www.ikea.com/es/es/p/leifarne-asiento-blanco-30288632/,
LISABO / IDOLF,"
        Mesa con 4 sillas,
          ",335€,https://www.ikea.com/es/es/p/lisabo-idolf-mesa-con-4-sillas-negro-negro-s19252187/,"
          Estamos muy orgullosos de nuestra serie LISABO, que ha ganado el prestigioso premio internacional Red Dot Award por su diseño. Los productos que incluye son resistentes, duraderos y fáciles de montar, y ofrecen un aspecto ligero y artesanal.
          "
DOCKSTA / JANINGE,"
        Mesa con 4 sillas,
          ","238,96€",https://www.ikea.com/es/es/p/docksta-janinge-mesa-con-4-sillas-blanco-blanco-s79229797/,
INGATORP / INGATORP,"
        Mesa con 4 sillas,
          ",645€,https://www.ikea.com/es/es/p/ingatorp-ingatorp-mesa-con-4-sillas-blanco-s19240750/,
MARIEBERG,"
        Cojines para sillones,
          ","14,99€",https://www.ikea.com/es/es/p/marieberg-cojines-sillones-laila-natural-10080237/,
INGOLF,"
        Taburete alto,
          ",69€,https://www.ikea.com/es/es/p/ingolf-taburete-alto-negro-marron-90248515/,"
          La serie INGOLF queda igual de bien en la cocina que en el comedor, el dormitorio o el pasillo. Su construcción de madera maciza aguanta bien los golpes.
          "
STOCKHOLM 2017,"
        Sillón",129€,https://www.ikea.com/es/es/p/stockholm-2017-sillon-ratan-50345066/,"
          Artesanía de calidad en ratán natural con un tamaño generoso y un diseño sencillo. Queda bien solo o combinado con el armario y la mesita de centro a juego de la serie STOCKHOLM.
          "
BALTSAR,"
        Silla",129€,https://www.ikea.com/es/es/p/baltsar-silla-negro-azul-marron-10413137/,
EKEDALEN / EKEDALEN,"
        Mesa y 6 sillas,
          ",499€,https://www.ikea.com/es/es/p/ekedalen-ekedalen-mesa-6-sillas-marron-oscuro-orrsta-gris-claro-s39279567/,
EKEDALEN / EKEDALEN,"
        Mesa y 6 sillas,
          ",499€,https://www.ikea.com/es/es/p/ekedalen-ekedalen-mesa-6-sillas-abedul-orrsta-gris-claro-s69296853/,
HENRIKSDAL,"
        Estructura taburete alto,
          ","49,99€",https://www.ikea.com/es/es/p/henriksdal-estructura-taburete-alto-marron-oscuro-40426138/,
INGATORP / INGOLF,"
        Mesa y 6 sillas,
          ",707€,https://www.ikea.com/es/es/p/ingatorp-ingolf-mesa-6-sillas-negro-sporda-gris-oscuro-s09285701/,"
          Te resultará fácil extenderla cuando lleguen los invitados, y como las patas quedan siempre en la esquina, todo el mundo se sienta cómodamente. Es de estilo clásico y presenta detalles especiales, como las patas torneadas.
          "
EKEDALEN / EKEDALEN,"
        Mesa y dos sillas,
          ",199€,https://www.ikea.com/es/es/p/ekedalen-ekedalen-mesa-dos-sillas-roble-orrsta-gris-claro-s99221390/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
INGOLF,"
        Taburete","39,99€",https://www.ikea.com/es/es/p/ingolf-taburete-negro-marron-40248527/,"
          La serie INGOLF queda igual de bien en la cocina que en el comedor, el dormitorio o el pasillo. Su construcción de madera maciza aguanta bien los golpes.
          "
INGATORP / INGOLF,"
        Mesa con 4 sillas,
          ",449€,https://www.ikea.com/es/es/p/ingatorp-ingolf-mesa-con-4-sillas-blanco-s29917307/,
YPPERLIG,"
        Silla con reposabrz int/ext",59€,https://www.ikea.com/es/es/p/ypperlig-silla-con-reposabrz-int-ext-gris-claro-60346579/,"
          Inspirada en las clásicas sillas de madera curvada, típicas de los cafés de Viena del siglo XIX. Hecha de una sola pieza, no requiere tornillos ni montaje. Tiene protección contra los rayos UV, por lo que puede usarse tanto en interiores como exteriores.
          "
LÅNGFJÄLL,"
        Silla sala de juntas",99€,https://www.ikea.com/es/es/p/langfjall-silla-sala-juntas-gunnared-beige-blanco-s59252294/,"
          Sus suaves líneas curvas subrayadas por detalles cosidos en la tela se adaptan a tu cuerpo y gustan a la vista. Su mecanismo de inclinación y regulación de la altura está diseñado para durar muchos años de subidas y bajadas.
          "
INGATORP,"
        Sillón",99€,https://www.ikea.com/es/es/p/ingatorp-sillon-negro-nolhaga-gris-beige-30246289/,"
          Una silla cómoda y amplia con unos reposabrazos que resultan muy confortables para apoyar los brazos mientras comes. Además, como se puede meter debajo de la mesa, ocupa poco espacio cuando nadie la usa.
          "
SAKARIAS,"
        Tapicería para silla reposabrazos",25€,https://www.ikea.com/es/es/p/sakarias-tapiceria-silla-reposabrazos-sporda-gris-oscuro-60384335/,
MELLTORP / JANINGE,"
        Mesa con 4 sillas,
          ","159,96€",https://www.ikea.com/es/es/p/melltorp-janinge-mesa-con-4-sillas-blanco-blanco-s59161487/,"
          Esta mesa se adapta a todo tipo de necesidades y gustos, desde los fans de lo minimalista hasta las familias que necesitan resistencia y durabilidad. Ponla en la cocina o el comedor. Su diseño sencillo combina bien con muchos estilos.
          "
STORNÄS / KAUSTBY,"
        Mesa y 6 sillas,
          ",649€,https://www.ikea.com/es/es/p/stornas-kaustby-mesa-6-sillas-tint-envj-s39161558/,
VIMUND,"
        Silla escritorio niño",59€,https://www.ikea.com/es/es/p/vimund-silla-escritorio-nino-verde-vivo-50308667/,"
          Muchos niños no consiguen parar quietos, así que esta silla es ideal para ellos, ya que gira y se reclina adaptándose a sus movimientos y presenta un diseño ergonómico que les brinda el soporte ideal.
          "
LEIFARNE,"
        Silla","39,99€",https://www.ikea.com/es/es/p/leifarne-silla-azul-claro-broringe-negro-s29197708/,"
          Elige tu estructura inferior y asiento favoritos, o crea una divertida combinación alrededor de la mesa. Puedes obtener hasta 30 combinaciones de sillas diferentes. Resulta muy cómoda gracias a la forma del asiento y el respaldo.
          "
LERHAMN,"
        Mesa y dos sillas,
          ",149€,https://www.ikea.com/es/es/p/lerhamn-mesa-dos-sillas-negro-marron-vittaryd-beige-s49007180/,"
          Un conjunto sencillo y sólido, ideal para zonas de comedor pequeñas. La madera maciza de pino resiste bien el paso del tiempo y las comidas y actividades de la familia.
          "
ALEFJÄLL,"
        Silla de trabajo",249€,https://www.ikea.com/es/es/p/alefjall-silla-trabajo-glose-negro-70367458/,"
          Su auténtica piel flor proporciona una suavidad y confort insuperables, y como el asiento y el respaldo se pueden inclinar y regular en altura, la silla te proporciona el mejor soporte posible. Diseñada para durar muchos años de subidas y bajadas.
          "
PLATSA,"
        Banco con cajón,
          ",120€,https://www.ikea.com/es/es/p/platsa-banco-con-cajon-blanco-sannidal-blanco-s99203819/,
GRÖNADAL,"
        Mecedora",199€,https://www.ikea.com/es/es/p/gronadal-mecedora-gris-natural-90320097/,"
          Las mecedoras GRÖNADAL son únicas, ya que están hechas de forma artesanal con madera de fresno y mimbre. Su ligereza y sus materiales naturales recuerdan al diseño escandinavo moderno. Quedan bien en casi cualquier sitio.
          "
FANBYN,"
        Sillón",69€,https://www.ikea.com/es/es/p/fanbyn-sillon-blanco-s09221016/,
EKEDALEN / EKEDALEN,"
        Mesa con 4 sillas,
          ",369€,https://www.ikea.com/es/es/p/ekedalen-ekedalen-mesa-con-4-sillas-marron-orrsta-gris-claro-s29221435/,
LERHAMN,"
        Mesa con 4 sillas,
          ",259€,https://www.ikea.com/es/es/p/lerhamn-mesa-con-4-sillas-negro-marron-vittaryd-beige-s09007163/,
BUSSAN,"
        Puf para interior o exterior",99€,https://www.ikea.com/es/es/p/bussan-puf-interior-exterior-gris-50312909/,
RÅSKOG,"
        Taburete alto,
          ","29,99€",https://www.ikea.com/es/es/p/raskog-taburete-alto-negro-30352246/,
MELLTORP / TEODORES,"
        Mesa y dos sillas,
          ",70€,https://www.ikea.com/es/es/p/melltorp-teodores-mesa-dos-sillas-blanco-blanco-s39296901/,"
          Esta mesa se adapta a todo tipo de necesidades y gustos, desde los fans de lo minimalista hasta las familias que necesitan resistencia y durabilidad. Ponla en la cocina o el comedor. Su diseño sencillo combina bien con muchos estilos.
          "
HENRIKSDAL,"
        Funda silla",20€,https://www.ikea.com/es/es/p/henriksdal-funda-silla-lingbo-multicolor-70437927/,
LÅNGFJÄLL,"
        Silla de trabajo",129€,https://www.ikea.com/es/es/p/langfjall-silla-trabajo-gunnared-marron-rosa-claro-blanco-s49252398/,"
          Sus suaves líneas curvas subrayadas por detalles cosidos en la tela se adaptan a tu cuerpo y gustan a la vista. Su mecanismo de inclinación y regulación de la altura está diseñado para durar muchos años de subidas y bajadas.
          "
GRÖNLID,"
        Sillón",199€,https://www.ikea.com/es/es/p/gronlid-sillon-inseros-blanco-s19275909/,"
          GRÖNLID es un sillón clásico que se caracteriza por detalles de diseño tradicional como las patas curvadas y los reposabrazos blandos y redondeados.
          "
SVENBERTIL,"
        Silla",59€,https://www.ikea.com/es/es/p/svenbertil-silla-blanco-ernfrid-abedul-s59197702/,"
          Elige tu estructura inferior y asiento favoritos, o crea una divertida combinación alrededor de la mesa. Puedes obtener hasta 30 combinaciones de sillas diferentes. Resulta muy cómoda gracias a la forma del asiento y el respaldo.
          "
RÅSKOG,"
        Taburete","19,99€",https://www.ikea.com/es/es/p/raskog-taburete-negro-60351900/,
RÖNNINGE,"
        Silla",79€,https://www.ikea.com/es/es/p/ronninge-silla-abedul-10422504/,
INGOLF,"
        Silla alta para niños y niñas","39,99€",https://www.ikea.com/es/es/p/ingolf-silla-alta-ninos-ninas-blanco-90146456/,"
          Si tu hijo es demasiado mayor para una trona pero pequeño para una silla normal, opta por una silla júnior: suficientemente alta para llegar a la mesa y con sitio para poner los pies. Ideal para disfrutar comiendo y haciendo manualidades.
          "
ALLSTA,"
        Silla","29,99€",https://www.ikea.com/es/es/p/allsta-silla-ransta-gris-oscuro-negro-60313036/,
EKEDALEN / HENRIKSDAL,"
        Mesa y 6 sillas,
          ",793€,https://www.ikea.com/es/es/p/ekedalen-henriksdal-mesa-6-sillas-marron-oscuro-glose-negro-s69221320/,
MELLTORP / NISSE,"
        Mesa+2 sillas plegables,
          ",50€,https://www.ikea.com/es/es/p/melltorp-nisse-mesa-2-sillas-plegables-blanco-azul-oscuro-lila-s39280698/,"
          Esta mesa se adapta a todo tipo de necesidades y gustos, desde los fans de lo minimalista hasta las familias que necesitan resistencia y durabilidad. Ponla en la cocina o el comedor. Su diseño sencillo combina bien con muchos estilos.
          "
LEIFARNE,"
        Asiento","24,99€",https://www.ikea.com/es/es/p/leifarne-asiento-azul-claro-10291918/,
EKEDALEN / BERNHARD,"
        Mesa y 6 sillas,
          ",1.093€,https://www.ikea.com/es/es/p/ekedalen-bernhard-mesa-6-sillas-marron-mjuk-blanco-s99221446/,
TINGBY / LEIFARNE,"
        Mesa y 6 sillas,
          ","388,94€",https://www.ikea.com/es/es/p/tingby-leifarne-mesa-6-sillas-blanco-blanco-s39221190/,
EKEDALEN / LEIFARNE,"
        Mesa y 6 sillas,
          ","438,94€",https://www.ikea.com/es/es/p/ekedalen-leifarne-mesa-6-sillas-roble-blanco-s49229223/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
BYHOLMA,"
        Sillón","103,99€",https://www.ikea.com/es/es/p/byholma-sillon-gris-laila-natural-s09896891/,
MELLTORP / NISSE,"
        Mesa+2 sillas plegables,
          ",70€,https://www.ikea.com/es/es/p/melltorp-nisse-mesa-2-sillas-plegables-blanco-blanco-s19161489/,"
          Esta mesa se adapta a todo tipo de necesidades y gustos, desde los fans de lo minimalista hasta las familias que necesitan resistencia y durabilidad. Ponla en la cocina o el comedor. Su diseño sencillo combina bien con muchos estilos.
          "
HENRIKSDAL,"
        Silla",59€,https://www.ikea.com/es/es/p/henriksdal-silla-marron-dansbo-gris-oscuro-s69220354/,
GRÖNLID,"
        Chaiselongue",390€,https://www.ikea.com/es/es/p/gronlid-chaiselongue-inseros-blanco-s39254816/,
DOCKSTA / JANINGE,"
        Mesa con 4 sillas,
          ","238,96€",https://www.ikea.com/es/es/p/docksta-janinge-mesa-con-4-sillas-blanco-blanco-s09161480/,
LISABO / LEIFARNE,"
        Mesa con 4 sillas,
          ",335€,https://www.ikea.com/es/es/p/lisabo-leifarne-mesa-con-4-sillas-chapa-fresno-blanco-s29161484/,
FINNTORP,"
        Sillón",69€,https://www.ikea.com/es/es/p/finntorp-sillon-blanco-60201680/,
LEIFARNE,"
        Silla",59€,https://www.ikea.com/es/es/p/leifarne-silla-azul-claro-ernfrid-abedul-s99127806/,"
          Elige tu estructura inferior y asiento favoritos, o crea una divertida combinación alrededor de la mesa. Puedes obtener hasta 30 combinaciones de sillas diferentes. Resulta muy cómoda gracias a la forma del asiento y el respaldo.
          "
EKEDALEN / EKEDALEN,"
        Mesa y dos sillas,
          ",199€,https://www.ikea.com/es/es/p/ekedalen-ekedalen-mesa-dos-sillas-blanco-orrsta-gris-claro-s89296866/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
SVENBERTIL,"
        Asiento","24,99€",https://www.ikea.com/es/es/p/svenbertil-asiento-negro-00288638/,
LERHAMN,"
        Mesa y dos sillas,
          ",149€,https://www.ikea.com/es/es/p/lerhamn-mesa-dos-sillas-tinte-envejecido-claro-vittaryd-beige-s49007203/,"
          Un conjunto sencillo y sólido, ideal para zonas de comedor pequeñas. La madera maciza de pino resiste bien el paso del tiempo y las comidas y actividades de la familia.
          "
BERNHARD,"
        Taburete alto,
          ",179€,https://www.ikea.com/es/es/p/bernhard-taburete-alto-cromado-kavat-mjuk-blanco-00272656/,"
          Presenta una estructura cromada y un asiento acolchado y mullido, forrado de piel flor duradera. Resulta muy cómoda, apenas requiere mantenimiento y conserva su belleza con el paso de los años.
          "
DOCKSTA / TOBIAS,"
        Mesa con 4 sillas,
          ",355€,https://www.ikea.com/es/es/p/docksta-tobias-mesa-con-4-sillas-blanco-transparente-s99229800/,
STOCKHOLM 2017,"
        Juego cojines para sillón",70€,https://www.ikea.com/es/es/p/stockholm-2017-juego-cojines-sillon-rostanga-blanco-90345069/,
ERNFRID,"
        Soporte","34,01€",https://www.ikea.com/es/es/p/ernfrid-soporte-abedul-gris-plata-00287974/,
INGATORP / INGOLF,"
        Mesa y 6 sillas,
          ",647€,https://www.ikea.com/es/es/p/ingatorp-ingolf-mesa-6-sillas-negro-nolhaga-gris-beige-s39280679/,
GRÖNLID,"
        Sillón",249€,https://www.ikea.com/es/es/p/gronlid-sillon-kimstad-marron-oscuro-00399033/,"
          GRÖNLID es un sillón clásico que se caracteriza por detalles de diseño tradicional como las patas curvadas y los reposabrazos blandos y redondeados.
          "
OPPEBY/BACKARYD / TOBIAS,"
        Mesa y 6 sillas,
          ",503€,https://www.ikea.com/es/es/p/oppeby-backaryd-tobias-mesa-6-sillas-blanco-cromado-transparente-s89229688/,
MELLTORP / TEODORES,"
        Mesa con 4 sillas,
          ",120€,https://www.ikea.com/es/es/p/melltorp-teodores-mesa-con-4-sillas-blanco-naranja-claro-s19252168/,"
          Esta mesa se adapta a todo tipo de necesidades y gustos, desde los fans de lo minimalista hasta las familias que necesitan resistencia y durabilidad. Ponla en la cocina o el comedor. Su diseño sencillo combina bien con muchos estilos.
          "
LERHAMN / STEFAN,"
        Mesa con 4 sillas,
          ",179€,https://www.ikea.com/es/es/p/lerhamn-stefan-mesa-con-4-sillas-negro-marron-negro-marron-s29296893/,
SVENBERTIL,"
        Asiento","24,99€",https://www.ikea.com/es/es/p/svenbertil-asiento-blanco-30339896/,
