nom_producte,tipus_subproducte,preu_producte,url_producte,descripcio_producte
ÖVRARYD / JANINGE,"
        Mesa con 4 sillas,
          ","238,96€",https://www.ikea.com/es/es/p/ovraryd-janinge-mesa-con-4-sillas-blanco-bambu-blanco-s79161575/,
HENRIKSDAL,"
        Tapicería taburete alto",20€,https://www.ikea.com/es/es/p/henriksdal-tapiceria-taburete-alto-lingbo-multicolor-60437923/,
OPPEBY/BACKARYD / TOBIAS,"
        Mesa y 6 sillas,
          ",503€,https://www.ikea.com/es/es/p/oppeby-backaryd-tobias-mesa-6-sillas-blanco-cromado-transparente-s99197413/,
EKEDALEN / EKEDALEN,"
        Mesa con 4 sillas,
          ",369€,https://www.ikea.com/es/es/p/ekedalen-ekedalen-mesa-con-4-sillas-roble-orrsta-gris-claro-s79296862/,
EKEDALEN / ODGER,"
        Mesa con 4 sillas,
          ",445€,https://www.ikea.com/es/es/p/ekedalen-odger-mesa-con-4-sillas-roble-azul-s29221416/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
MARTIN,"
        Estructura de silla","7,49€",https://www.ikea.com/es/es/p/martin-estructura-silla-negro-40354221/,
EKEDALEN / ODGER,"
        Mesa con 4 sillas,
          ",445€,https://www.ikea.com/es/es/p/ekedalen-odger-mesa-con-4-sillas-blanco-azul-s69221344/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
VEBERÖD,"
        Banco,
          ",119€,https://www.ikea.com/es/es/p/veberod-banco-natural-50343331/,"
          Es cuestión de honestidad. Hemos dejado visibles las marcas naturales del material y las que son resultado del proceso de fabricación para que cada mueble luzca un aspecto único. Además, VEBERÖD es versátil y se puede mover de sitio fácilmente.
          "
GRÖNLID,"
        Chaiselongue",490€,https://www.ikea.com/es/es/p/gronlid-chaiselongue-kimstad-marron-oscuro-s39256599/,
NORRÅKER / NORRARYD,"
        Mesa con 4 sillas,
          ",335€,https://www.ikea.com/es/es/p/norraker-norraryd-mesa-con-4-sillas-abedul-blanco-s39297236/,"
          La sencillez del diseño escandinavo se hace presente en cada mesa, y el abedul muestra variaciones naturales en el color y la veta. Está aprobada para su uso en espacios públicos, así que aguanta las embestidas de los niños más inquietos.
          "
STORNÄS / KAUSTBY,"
        Mesa con 4 sillas,
          ",499€,https://www.ikea.com/es/es/p/stornas-kaustby-mesa-con-4-sillas-tint-envj-s49885640/,
GLIVARP / BERNHARD,"
        Mesa con 4 sillas,
          ",845€,https://www.ikea.com/es/es/p/glivarp-bernhard-mesa-con-4-sillas-transparente-mjuk-blanco-s59259827/,"
          El tablero de cristal deja pasar la luz permitiendo que la mesa se funda con el espacio, incluso si es pequeño. Además, como no es muy pesada, se puede extender cómodamente para los invitados y el vidrio templado resulta fácil de limpiar.
          "
EKEDALEN,"
        Silla",60€,https://www.ikea.com/es/es/p/ekedalen-silla-negro-orrsta-negro-azul-s09297073/,"
          Gracias al asiento tapizado y al diseño curvo del respaldo, no querrás levantarte. Elige entre diferentes fundas, mételas en la lavadora cuando haga falta y, si quieres, cómpralas en más de un color para ir variando.
          "
NORDEN / RÅSKOG,"
        Mesa y 2 taburetes,
          ","218,98€",https://www.ikea.com/es/es/p/norden-raskog-mesa-2-taburetes-abedul-negro-s19285866/,
LEIFARNE,"
        Silla","39,99€",https://www.ikea.com/es/es/p/leifarne-silla-azul-claro-broringe-cromado-s89127802/,"
          Elige tu estructura inferior y asiento favoritos, o crea una divertida combinación alrededor de la mesa. Puedes obtener hasta 30 combinaciones de sillas diferentes. Resulta muy cómoda gracias a la forma del asiento y el respaldo.
          "
HENRIKSDAL,"
        Silla+funda larga",64€,https://www.ikea.com/es/es/p/henriksdal-silla-funda-larga-marron-oscuro-blekinge-blanco-s19220846/,
TINGBY / LEIFARNE,"
        Mesa y 6 sillas,
          ","388,94€",https://www.ikea.com/es/es/p/tingby-leifarne-mesa-6-sillas-blanco-blanco-s59252190/,
STORNÄS / KAUSTBY,"
        Mesa y 6 sillas,
          ",649€,https://www.ikea.com/es/es/p/stornas-kaustby-mesa-6-sillas-negro-marron-s99885666/,
EKEDALEN / TOBIAS,"
        Mesa y 6 sillas,
          ",553€,https://www.ikea.com/es/es/p/ekedalen-tobias-mesa-6-sillas-marron-oscuro-azul-s89221319/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
SKOGSTA / SAKARIAS,"
        Mesa con 4 sillas,
          ",965€,https://www.ikea.com/es/es/p/skogsta-sakarias-mesa-con-4-sillas-acacia-negro-sporda-gris-oscuro-s59297160/,
DELAKTIG,"
        Chaiselongue mesa aux lámpara",604€,https://www.ikea.com/es/es/p/delaktig-chaiselongue-mesa-aux-lampara-gunnared-gris-s39289477/,
MÖRBYLÅNGA / BERNHARD,"
        Mesa con 4 sillas,
          ",1.095€,https://www.ikea.com/es/es/p/morbylanga-bernhard-mesa-con-4-sillas-chapa-roble-tinte-marron-mjuk-blanco-s59290130/,
MELLTORP / JANINGE,"
        Mesa con 4 sillas,
          ","159,96€",https://www.ikea.com/es/es/p/melltorp-janinge-mesa-con-4-sillas-blanco-amarillo-s39161488/,"
          Esta mesa se adapta a todo tipo de necesidades y gustos, desde los fans de lo minimalista hasta las familias que necesitan resistencia y durabilidad. Ponla en la cocina o el comedor. Su diseño sencillo combina bien con muchos estilos.
          "
INGATORP / HENRIKSDAL,"
        Mesa con 4 sillas,
          ",515€,https://www.ikea.com/es/es/p/ingatorp-henriksdal-mesa-con-4-sillas-blanco-blekinge-blanco-s09161569/,
LISABO / RÖNNINGE,"
        Mesa con 4 sillas,
          ",415€,https://www.ikea.com/es/es/p/lisabo-ronninge-mesa-con-4-sillas-chapa-fresno-verde-s39297123/,
INGATORP / INGOLF,"
        Mesa con 4 sillas,
          ",557€,https://www.ikea.com/es/es/p/ingatorp-ingolf-mesa-con-4-sillas-negro-nolhaga-gris-beige-s59254170/,
BERNHARD,"
        Silla",149€,https://www.ikea.com/es/es/p/bernhard-silla-cromado-kavat-mjuk-blanco-20153068/,"
          Presenta una estructura cromada y un asiento acolchado y mullido, forrado de piel flor duradera. Resulta muy cómoda, apenas requiere mantenimiento y conserva su belleza con el paso de los años.
          "
KIVIK,"
        Chaiselongue",599€,https://www.ikea.com/es/es/p/kivik-chaiselongue-grann-bomstad-negro-10198604/,
HENRIKSDAL,"
        Tapicería taburete alto",20€,https://www.ikea.com/es/es/p/henriksdal-tapiceria-taburete-alto-nykvarn-rojo-oscuro-40438570/,
EKEDALEN / LEIFARNE,"
        Mesa y 6 sillas,
          ","438,94€",https://www.ikea.com/es/es/p/ekedalen-leifarne-mesa-6-sillas-roble-blanco-s39221425/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
EKEDALEN / LEIFARNE,"
        Mesa con 4 sillas,
          ","328,96€",https://www.ikea.com/es/es/p/ekedalen-leifarne-mesa-con-4-sillas-blanco-azul-claro-s29221336/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
LEIFARNE,"
        Silla","39,99€",https://www.ikea.com/es/es/p/leifarne-silla-azul-claro-broringe-blanco-s09197709/,"
          Elige tu estructura inferior y asiento favoritos, o crea una divertida combinación alrededor de la mesa. Puedes obtener hasta 30 combinaciones de sillas diferentes. Resulta muy cómoda gracias a la forma del asiento y el respaldo.
          "
INGATORP / INGATORP,"
        Mesa con 4 sillas,
          ",655€,https://www.ikea.com/es/es/p/ingatorp-ingatorp-mesa-con-4-sillas-negro-s09252197/,"
          En esta mesa redonda todo el mundo se ve, y puedes hacerla más grande añadiendo una extensión. Es de estilo clásico y presenta detalles que le dan un toque especial, como las patas torneadas.
          "
BERNHARD,"
        Silla",149€,https://www.ikea.com/es/es/p/bernhard-silla-cromado-mjuk-rojo-oscuro-70404823/,
EKEDALEN,"
        Silla",60€,https://www.ikea.com/es/es/p/ekedalen-silla-abedul-orrsta-negro-azul-s99265261/,"
          Gracias al asiento tapizado y al diseño curvo del respaldo, no querrás levantarte. Elige entre diferentes fundas, mételas en la lavadora cuando haga falta y, si quieres, cómpralas en más de un color para ir variando.
          "
OPPEBY/BACKARYD / JANINGE,"
        Mesa y 6 sillas,
          ","328,94€",https://www.ikea.com/es/es/p/oppeby-backaryd-janinge-mesa-6-sillas-blanco-amarillo-s09229687/,
VANGSTA / LEIFARNE,"
        Mesa con 4 sillas,
          ","258,96€",https://www.ikea.com/es/es/p/vangsta-leifarne-mesa-con-4-sillas-blanco-azul-claro-s79221206/,
NORDEN / IDOLF,"
        Mesa con 4 sillas,
          ",385€,https://www.ikea.com/es/es/p/norden-idolf-mesa-con-4-sillas-abedul-negro-s59229835/,
EKEDALEN / ODGER,"
        Mesa y 6 sillas,
          ",613€,https://www.ikea.com/es/es/p/ekedalen-odger-mesa-6-sillas-marron-oscuro-blanco-beige-s49221321/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
EKEDALEN / BERNHARD,"
        Mesa y 6 sillas,
          ",1.093€,https://www.ikea.com/es/es/p/ekedalen-bernhard-mesa-6-sillas-blanco-mjuk-marron-dorado-s29280689/,
JÄRVFJÄLLET,"
        Reposabrazos 2",30€,https://www.ikea.com/es/es/p/jarvfjallet-reposabrazos-2-blanco-20429430/,
NORRÅKER / NORRARYD,"
        Mesa con 4 sillas,
          ",335€,https://www.ikea.com/es/es/p/norraker-norraryd-mesa-con-4-sillas-abedul-negro-s29297232/,"
          La sencillez del diseño escandinavo se hace presente en cada mesa, y el abedul muestra variaciones naturales en el color y la veta. Está aprobada para su uso en espacios públicos, así que aguanta las embestidas de los niños más inquietos.
          "
HENRIKSDAL,"
        Tapicería taburete alto",20€,https://www.ikea.com/es/es/p/henriksdal-tapiceria-taburete-alto-djuparp-verde-oscuro-50437909/,
VIMLE,"
        Chaiselongue",490€,https://www.ikea.com/es/es/p/vimle-chaiselongue-farsta-marron-oscuro-s59298334/,"
          La serie de sofás VIMLE ofrece módulos que puedes combinar a tu gusto para personalizar la solución. Así, a medida que crezca la familia o la casa, puedes completar el sofá para que se adapte a las novedades.
          "
HENRIKSDAL,"
        Taburete alto,
          ",149€,https://www.ikea.com/es/es/p/henriksdal-taburete-alto-negro-marron-glose-negro-90319918/,
RYGGESTAD/GREBBESTAD / STEFAN,"
        Mesa con 4 sillas,
          ",229€,https://www.ikea.com/es/es/p/ryggestad-grebbestad-stefan-mesa-con-4-sillas-negro-negro-marron-s99047249/,
DOCKSTA / JANINGE,"
        Mesa con 4 sillas,
          ","238,96€",https://www.ikea.com/es/es/p/docksta-janinge-mesa-con-4-sillas-blanco-amarillo-s89161481/,
INGATORP / INGATORP,"
        Mesa con 4 sillas,
          ",645€,https://www.ikea.com/es/es/p/ingatorp-ingatorp-mesa-con-4-sillas-negro-s09240779/,
MÖRBYLÅNGA / VOLFGANG,"
        Mesa con 4 sillas,
          ",699€,https://www.ikea.com/es/es/p/morbylanga-volfgang-mesa-con-4-sillas-marron-gunnared-gris-s89259840/,"
          La capa superior de roble macizo aporta a cada mesa un carácter único del que te sentirás orgulloso y con el que vivirás mucho tiempo. El aspecto de tabla se consigue con técnicas de producción modernas que emplean menos madera.
          "
VANGSTA / TEODORES,"
        Mesa y dos sillas,
          ",99€,https://www.ikea.com/es/es/p/vangsta-teodores-mesa-dos-sillas-blanco-naranja-claro-s09252178/,
DOCKSTA / LEIFARNE,"
        Mesa con 4 sillas,
          ","278,96€",https://www.ikea.com/es/es/p/docksta-leifarne-mesa-con-4-sillas-blanco-blanco-s39229799/,
NORRÅKER / NORRÅKER,"
        Mesa de bar+2 taburetes bar,
          ",327€,https://www.ikea.com/es/es/p/norraker-norraker-mesa-bar-2-taburetes-bar-abedul-abedul-s19297275/,
VANGSTA / JANINGE,"
        Mesa y dos sillas,
          ","118,98€",https://www.ikea.com/es/es/p/vangsta-janinge-mesa-dos-sillas-blanco-amarillo-s59221212/,
EKEDALEN / ODGER,"
        Mesa y 6 sillas,
          ",613€,https://www.ikea.com/es/es/p/ekedalen-odger-mesa-6-sillas-abedul-azul-s09221479/,
SVENBERTIL,"
        Silla","39,99€",https://www.ikea.com/es/es/p/svenbertil-silla-negro-broringe-negro-s99197696/,"
          Elige tu estructura inferior y asiento favoritos, o crea una divertida combinación alrededor de la mesa. Puedes obtener hasta 30 combinaciones de sillas diferentes. Resulta muy cómoda gracias a la forma del asiento y el respaldo.
          "
SVENBERTIL,"
        Silla","39,99€",https://www.ikea.com/es/es/p/svenbertil-silla-negro-broringe-blanco-s79197697/,"
          Elige tu estructura inferior y asiento favoritos, o crea una divertida combinación alrededor de la mesa. Puedes obtener hasta 30 combinaciones de sillas diferentes. Resulta muy cómoda gracias a la forma del asiento y el respaldo.
          "
LISABO / RÖNNINGE,"
        Mesa con 4 sillas,
          ",415€,https://www.ikea.com/es/es/p/lisabo-ronninge-mesa-con-4-sillas-chapa-fresno-abedul-s39297118/,
TORSBY / LEIFARNE,"
        Mesa con 4 sillas,
          ","284,96€",https://www.ikea.com/es/es/p/torsby-leifarne-mesa-con-4-sillas-alto-brillo-blanco-rosa-s89219533/,
RYDEBÄCK/BACKARYD / JANINGE,"
        Mesa con 4 sillas,
          ","198,96€",https://www.ikea.com/es/es/p/rydeback-backaryd-janinge-mesa-con-4-sillas-blanco-blanco-s69161552/,
NORDEN / IDOLF,"
        Mesa con 4 sillas,
          ",385€,https://www.ikea.com/es/es/p/norden-idolf-mesa-con-4-sillas-abedul-negro-s19161253/,
VANGSTA / TEODORES,"
        Mesa y dos sillas",99€,https://www.ikea.com/es/es/p/vangsta-teodores-mesa-dos-sillas-blanco-naranja-claro-s19296898/,
GLIVARP / TOBIAS,"
        Mesa y dos sillas,
          ",317€,https://www.ikea.com/es/es/p/glivarp-tobias-mesa-dos-sillas-transparente-cromado-transparente-s99197385/,
LERHAMN / STEFAN,"
        Mesa y dos sillas,
          ",109€,https://www.ikea.com/es/es/p/lerhamn-stefan-mesa-dos-sillas-negro-marron-negro-marron-s99296922/,"
          Un conjunto sencillo y sólido, ideal para zonas de comedor pequeñas. La madera maciza de pino resiste bien el paso del tiempo y las comidas y actividades de la familia.
          "
RYGGESTAD/GREBBESTAD / IVAR,"
        Mesa con 4 sillas,
          ",229€,https://www.ikea.com/es/es/p/ryggestad-grebbestad-ivar-mesa-con-4-sillas-negro-pino-s79229820/,
EKEDALEN / ODGER,"
        Mesa y 6 sillas,
          ",613€,https://www.ikea.com/es/es/p/ekedalen-odger-mesa-6-sillas-marron-oscuro-blanco-beige-s79229212/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
EKEDALEN,"
        Silla",60€,https://www.ikea.com/es/es/p/ekedalen-silla-marron-gunnared-verde-oscuro-s19265279/,"
          Gracias al asiento tapizado y al diseño curvo del respaldo, no querrás levantarte. Elige entre diferentes fundas, mételas en la lavadora cuando haga falta y, si quieres, cómpralas en más de un color para ir variando.
          "
EKEDALEN / LEIFARNE,"
        Mesa y dos sillas,
          ","178,98€",https://www.ikea.com/es/es/p/ekedalen-leifarne-mesa-dos-sillas-blanco-rosa-s99221328/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
MÖRBYLÅNGA / BERNHARD,"
        Mesa con 4 sillas,
          ",1.095€,https://www.ikea.com/es/es/p/morbylanga-bernhard-mesa-con-4-sillas-marron-mjuk-blanco-s59246043/,"
          La capa superior de roble macizo aporta a cada mesa un carácter único del que te sentirás orgulloso y con el que vivirás mucho tiempo. El aspecto de tabla se consigue con técnicas de producción modernas que emplean menos madera.
          "
MÖRBYLÅNGA / LEIFARNE,"
        Mesa con 4 sillas,
          ","658,96€",https://www.ikea.com/es/es/p/morbylanga-leifarne-mesa-con-4-sillas-marron-blanco-s19246097/,"
          La capa superior de roble macizo aporta a cada mesa un carácter único del que te sentirás orgulloso y con el que vivirás mucho tiempo. El aspecto de tabla se consigue con técnicas de producción modernas que emplean menos madera.
          "
EKEDALEN / EKEDALEN,"
        Mesa y dos sillas,
          ",199€,https://www.ikea.com/es/es/p/ekedalen-ekedalen-mesa-dos-sillas-marron-oscuro-orrsta-gris-claro-s29296874/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
OPPEBY/BACKARYD / JANINGE,"
        Mesa y 6 sillas,
          ","328,94€",https://www.ikea.com/es/es/p/oppeby-backaryd-janinge-mesa-6-sillas-blanco-amarillo-s89103245/,
NORRÅKER / RÖNNINGE,"
        Mesa y dos sillas,
          ",237€,https://www.ikea.com/es/es/p/norraker-ronninge-mesa-dos-sillas-abedul-abedul-s69297249/,
VANGSTA / LEIFARNE,"
        Mesa con 4 sillas,
          ","258,96€",https://www.ikea.com/es/es/p/vangsta-leifarne-mesa-con-4-sillas-blanco-rosa-s49221203/,
OPPEBY/BACKARYD / JANINGE,"
        Mesa con 4 sillas,
          ","268,96€",https://www.ikea.com/es/es/p/oppeby-backaryd-janinge-mesa-con-4-sillas-blanco-blanco-s39161544/,
LEIFARNE,"
        Sillón",59€,https://www.ikea.com/es/es/p/leifarne-sillon-azul-claro-dietmar-negro-s79197720/,"
          Elige tu estructura inferior y asiento favoritos, o crea una divertida combinación alrededor de la mesa. Puedes obtener hasta 30 combinaciones de sillas diferentes. Resulta muy cómoda gracias a la forma del asiento y el respaldo.
          "
RYGGESTAD/GREBBESTAD / STEFAN,"
        Mesa con 4 sillas,
          ",229€,https://www.ikea.com/es/es/p/ryggestad-grebbestad-stefan-mesa-con-4-sillas-negro-negro-marron-s99229819/,
STORNÄS / KAUSTBY,"
        Mesa con 4 sillas,
          ",499€,https://www.ikea.com/es/es/p/stornas-kaustby-mesa-con-4-sillas-negro-marron-s79898066/,
BRORINGE,"
        Soporte",15€,https://www.ikea.com/es/es/p/broringe-soporte-negro-30339900/,
EKEDALEN / IDOLF,"
        Mesa con 4 sillas,
          ",405€,https://www.ikea.com/es/es/p/ekedalen-idolf-mesa-con-4-sillas-abedul-negro-s09221460/,
EKEDALEN / BERNHARD,"
        Mesa y 6 sillas,
          ",1.093€,https://www.ikea.com/es/es/p/ekedalen-bernhard-mesa-6-sillas-marron-mjuk-blanco-s69229217/,
LISABO / RÖNNINGE,"
        Mesa con 4 sillas,
          ",415€,https://www.ikea.com/es/es/p/lisabo-ronninge-mesa-con-4-sillas-negro-negro-s79297121/,"
          Estamos muy orgullosos de nuestra serie LISABO, que ha ganado el prestigioso premio internacional Red Dot Award por su diseño. Los productos que incluye son resistentes, duraderos y fáciles de montar, y ofrecen un aspecto ligero y artesanal.
          "
LISABO / ODGER,"
        Mesa con 4 sillas,
          ",375€,https://www.ikea.com/es/es/p/lisabo-odger-mesa-con-4-sillas-negro-beige-s09259702/,"
          Estamos muy orgullosos de nuestra serie LISABO, que ha ganado el prestigioso premio internacional Red Dot Award por su diseño. Los productos que incluye son resistentes, duraderos y fáciles de montar, y ofrecen un aspecto ligero y artesanal.
          "
SVENBERTIL,"
        Sillón",59€,https://www.ikea.com/es/es/p/svenbertil-sillon-negro-dietmar-negro-s59197698/,"
          Elige tu estructura inferior y asiento favoritos, o crea una divertida combinación alrededor de la mesa. Puedes obtener hasta 30 combinaciones de sillas diferentes. Resulta muy cómoda gracias a la forma del asiento y el respaldo.
          "
EKEDALEN / JANINGE,"
        Mesa y dos sillas,
          ","158,98€",https://www.ikea.com/es/es/p/ekedalen-janinge-mesa-dos-sillas-abedul-blanco-s79229721/,
TORSBY / BERNHARD,"
        Mesa con 4 sillas,
          ",721€,https://www.ikea.com/es/es/p/torsby-bernhard-mesa-con-4-sillas-alto-brillo-blanco-kavat-blanco-s59161562/,
EKEDALEN / EKEDALEN,"
        Mesa y dos sillas,
          ",199€,https://www.ikea.com/es/es/p/ekedalen-ekedalen-mesa-dos-sillas-abedul-orrsta-gris-claro-s89296871/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
DOCKSTA / JANINGE,"
        Mesa con 4 sillas,
          ","238,96€",https://www.ikea.com/es/es/p/docksta-janinge-mesa-con-4-sillas-blanco-amarillo-s59229798/,
EKEDALEN / ODGER,"
        Mesa y dos sillas,
          ",237€,https://www.ikea.com/es/es/p/ekedalen-odger-mesa-dos-sillas-roble-blanco-beige-s49221401/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
MÖRBYLÅNGA / BERNHARD,"
        Mesa con 4 sillas,
          ",1.095€,https://www.ikea.com/es/es/p/morbylanga-bernhard-mesa-con-4-sillas-chapa-roble-tinte-marron-mjuk-marron-oscuro-s29290122/,
LEIFARNE,"
        Sillón",59€,https://www.ikea.com/es/es/p/leifarne-sillon-azul-claro-dietmar-cromado-s19127805/,"
          Elige tu estructura inferior y asiento favoritos, o crea una divertida combinación alrededor de la mesa. Puedes obtener hasta 30 combinaciones de sillas diferentes. Resulta muy cómoda gracias a la forma del asiento y el respaldo.
          "
NORRÅKER / RÖNNINGE,"
        Mesa con 4 sillas,
          ",415€,https://www.ikea.com/es/es/p/norraker-ronninge-mesa-con-4-sillas-abedul-verde-s69297230/,
LISABO / IDOLF,"
        Mesa con 4 sillas,
          ",335€,https://www.ikea.com/es/es/p/lisabo-idolf-mesa-con-4-sillas-chapa-fresno-negro-s99161485/,"
          Estamos muy orgullosos de nuestra serie LISABO, que ha ganado el prestigioso premio internacional Red Dot Award por su diseño. Los productos que incluye son resistentes, duraderos y fáciles de montar, y ofrecen un aspecto ligero y artesanal.
          "
NORRÅKER / NORRARYD,"
        Mesa con 4 sillas,
          ",335€,https://www.ikea.com/es/es/p/norraker-norraryd-mesa-con-4-sillas-abedul-rojo-s89297234/,"
          La sencillez del diseño escandinavo se hace presente en cada mesa, y el abedul muestra variaciones naturales en el color y la veta. Está aprobada para su uso en espacios públicos, así que aguanta las embestidas de los niños más inquietos.
          "
EKEDALEN / ODGER,"
        Mesa con 4 sillas,
          ",445€,https://www.ikea.com/es/es/p/ekedalen-odger-mesa-con-4-sillas-marron-oscuro-azul-s69221297/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
EKEDALEN / ODGER,"
        Mesa con 4 sillas,
          ",445€,https://www.ikea.com/es/es/p/ekedalen-odger-mesa-con-4-sillas-marron-blanco-beige-s69221438/,
NORRÅKER / RÖNNINGE,"
        Mesa con 4 sillas,
          ",415€,https://www.ikea.com/es/es/p/norraker-ronninge-mesa-con-4-sillas-abedul-abedul-s89297229/,
LISABO / LEIFARNE,"
        Mesa con 4 sillas,
          ",335€,https://www.ikea.com/es/es/p/lisabo-leifarne-mesa-con-4-sillas-chapa-fresno-rosa-s59219539/,
VÄSTANBY/VÄSTANÅ / BERNHARD,"
        Mesa con 4 sillas,
          ",895€,https://www.ikea.com/es/es/p/vastanby-vastana-bernhard-mesa-con-4-sillas-marron-oscuro-kavat-marron-oscuro-s89161565/,
EKEDALEN / BERNHARD,"
        Mesa y 6 sillas,
          ",1.093€,https://www.ikea.com/es/es/p/ekedalen-bernhard-mesa-6-sillas-roble-mjuk-blanco-s89229216/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
LEIFARNE,"
        Sillón",59€,https://www.ikea.com/es/es/p/leifarne-sillon-azul-claro-dietmar-blanco-s99259750/,"
          Elige tu estructura inferior y asiento favoritos, o crea una divertida combinación alrededor de la mesa. Puedes obtener hasta 30 combinaciones de sillas diferentes. Resulta muy cómoda gracias a la forma del asiento y el respaldo.
          "
EKEDALEN / BERNHARD,"
        Mesa con 4 sillas,
          ",765€,https://www.ikea.com/es/es/p/ekedalen-bernhard-mesa-con-4-sillas-marron-oscuro-mjuk-rojo-oscuro-s29280707/,
NORRÅKER / RÖNNINGE,"
        Mesa con 4 sillas,
          ",415€,https://www.ikea.com/es/es/p/norraker-ronninge-mesa-con-4-sillas-abedul-negro-s49297231/,
EKEDALEN / BERNHARD,"
        Mesa y 6 sillas,
          ",1.093€,https://www.ikea.com/es/es/p/ekedalen-bernhard-mesa-6-sillas-roble-mjuk-blanco-s09221422/,"
          Una mesa duradera ideal para grandes celebraciones. Basta una persona para extenderla y deja mucho sitio para poner sillas, ya que las patas siempre quedan en las esquinas.
          "
SVENBERTIL,"
        Sillón",59€,https://www.ikea.com/es/es/p/svenbertil-sillon-negro-dietmar-cromado-s19197695/,"
          Elige tu estructura inferior y asiento favoritos, o crea una divertida combinación alrededor de la mesa. Puedes obtener hasta 30 combinaciones de sillas diferentes. Resulta muy cómoda gracias a la forma del asiento y el respaldo.
          "
DIETMAR,"
        Estructura inferior silla+reposabr","34,01€",https://www.ikea.com/es/es/p/dietmar-estructura-inferior-silla-reposabr-blanco-50393000/,
DIETMAR,"
        Estructura inferior silla+reposabr","34,01€",https://www.ikea.com/es/es/p/dietmar-estructura-inferior-silla-reposabr-negro-90339898/,
MÖRBYLÅNGA / BERNHARD,"
        Mesa con 4 sillas,
          ",1.095€,https://www.ikea.com/es/es/p/morbylanga-bernhard-mesa-con-4-sillas-marron-mjuk-marron-oscuro-s09246088/,"
          La capa superior de roble macizo aporta a cada mesa un carácter único del que te sentirás orgulloso y con el que vivirás mucho tiempo. El aspecto de tabla se consigue con técnicas de producción modernas que emplean menos madera.
          "
MÖRBYLÅNGA / BERNHARD,"
        Mesa con 4 sillas,
          ",1.095€,https://www.ikea.com/es/es/p/morbylanga-bernhard-mesa-con-4-sillas-chapa-roble-mjuk-marron-dorado-s89280714/,"
          La capa superior de roble macizo aporta a cada mesa un carácter único del que te sentirás orgulloso y con el que vivirás mucho tiempo. El aspecto de tabla se consigue con técnicas de producción modernas que emplean menos madera.
          "
MÖRBYLÅNGA / VOLFGANG,"
        Mesa con 4 sillas,
          ",699€,https://www.ikea.com/es/es/p/morbylanga-volfgang-mesa-con-4-sillas-marron-bomstad-negro-s69251821/,"
          La capa superior de roble macizo aporta a cada mesa un carácter único del que te sentirás orgulloso y con el que vivirás mucho tiempo. El aspecto de tabla se consigue con técnicas de producción modernas que emplean menos madera.
          "
NORRÅKER / RÖNNINGE,"
        Mesa y dos sillas,
          ",237€,https://www.ikea.com/es/es/p/norraker-ronninge-mesa-dos-sillas-abedul-negro-s09297252/,
DIETMAR,"
        Estructura inferior silla+reposabr","34,01€",https://www.ikea.com/es/es/p/dietmar-estructura-inferior-silla-reposabr-cromado-70288630/,
STORNÄS / HENRIKSDAL,"
        Mesa con 4 sillas,
          ",555€,https://www.ikea.com/es/es/p/stornas-henriksdal-mesa-con-4-sillas-negro-marron-blekinge-blanco-s49296910/,
TORSBY / LEIFARNE,"
        Mesa con 4 sillas,
          ","284,96€",https://www.ikea.com/es/es/p/torsby-leifarne-mesa-con-4-sillas-alto-brillo-blanco-azul-claro-s99161560/,
EKEDALEN / IDOLF,"
        Mesa con 4 sillas,
          ",405€,https://www.ikea.com/es/es/p/ekedalen-idolf-mesa-con-4-sillas-abedul-negro-s19229837/,
